ANO,MES,SETOR,QUANT,FOB,UF,PAIS,NOME_PAIS
2025,10,PHORTIC,8e-06,4.9e-05,AL,PAN,Panamá
2025,3,CAR_BOV,0.098946,0.152803,SP,MYS,Malásia
2025,8,PFLOREST,0.053128,0.029672,PR,GMB,Gâmbia
2025,11,FRUTAS,5.5e-05,9.2e-05,RJ,PAN,Panamá
2025,2,CACAU,1e-05,5.1e-05,PR,GRC,Grécia
2025,7,PHORTIC,2.2e-05,0.000236,ES,SGP,Cingapura
2025,6,FRUTAS,6e-05,0.000217,RJ,BEL,Bélgica
2025,7,CEREAIS,0.0001,8.8e-05,CE,GBR,Reino Unido
2025,12,PESCADOS,2e-05,6.9e-05,SC,SGP,Cingapura
2025,5,FIBRAS,2e-06,0.000341,RJ,GBR,Reino Unido
2025,3,CEREAIS,3e-06,2.6e-05,RJ,BHS,Bahamas
2025,2,PFLOREST,0.035981,0.143875,SC,URY,Uruguai
2025,10,PFLOREST,0.324852,0.286448,SP,ARG,Argentina
2025,3,CAR_SUI,0.23958,0.14505,SC,LBR,Libéria
2025,6,CAR_SUI,0.432276,1.26694,PR,SGP,Cingapura
2025,8,CAR_SUI,9.9e-05,0.000362,SP,LBR,Libéria
2025,7,LACTEOS,9e-06,0.000159,RJ,ATG,Antígua e Barbuda
2025,10,PESCADOS,0.000149,0.001031,MA,LBR,Libéria
2025,7,FRUTAS,2.2e-05,2.1e-05,CE,MHL,"Marshall, Ilhas"
2025,9,PHORTIC,1.6e-05,0.000194,ES,MHL,"Marshall, Ilhas"
2025,6,PHORTIC,2e-05,0.000219,AM,PAN,Panamá
2025,5,OPORVEG,0.00216,0.033264,SP,AUS,Austrália
2025,7,PHORTIC,3.1e-05,6.4e-05,PR,BHS,Bahamas
2025,12,POLEAG,0.000228,0.001752,SP,NLD,Países Baixos (Holanda)
2025,6,CHAMATE,1.5e-05,4.7e-05,PR,PAN,Panamá
2025,11,PHORTIC,1.5e-05,8.8e-05,SP,NLD,Países Baixos (Holanda)
2025,3,FRUTAS,1.8e-05,5.5e-05,ES,PAN,Panamá
2025,10,CEREAIS,0.02928,0.070597,SP,USA,Estados Unidos
2025,12,CEREAIS,0.365102,1.490322,RS,VEN,Venezuela
2025,7,PESCADOS,0.045746,0.359563,SC,USA,Estados Unidos
